account_no,family_members,segment_gender_f,segment_gender_m,age_group,district,region,segment_cd_lifestyle,segment_dsc_lifestyle,segment_cd_value_cnt,segment_dsc_value_cnt,segment_cd_lifestage,segment_dsc_lifestage,segment_cd_pss,segment_dsc_pss
840176144855,1,1,0,35-45 anos,porto,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,4,Family With Kids,8,Price Upscale
840197183673,2,1,1,>=65 anos,na,NA,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,4,Medium Ps
840205430416,4,1,0,35-45 anos,braga,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,4,Medium Ps
840206645567,4,1,1,35-45 anos,setúbal,litoral sul,3,Os Pais Práticos,1,Loyal Large,4,Family With Kids,1,Very High Ps
840209417212,3,1,0,55-65 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840210707244,3,1,1,>=65 anos,braga,litoral norte,1,Os Saudáveis Exigentes,6,Occasional Medium,2,Senior,2,High Ps
840214825401,2,0,1,>=65 anos,viseu,interior norte,1,Os Saudáveis Exigentes,7,Occasional Small,2,Senior,8,Price Upscale
840215885213,2,1,0,25-35 anos,viana do castelo,litoral norte,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,2,High Ps
840219751549,2,0,1,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,4,Family With Kids,8,Price Upscale
840220730188,2,1,0,>=65 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,4,Medium Ps
840221043058,3,1,0,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,6,Occasional Medium,2,Senior,3,Medium-high Ps
840221583110,0,0,1,45-55 anos,setúbal,litoral sul,3,Os Pais Práticos,7,Occasional Small,4,Family With Kids,5,Low Price/own Brand
840224772610,3,1,0,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,3,Medium-high Ps
840234392270,5,1,0,45-55 anos,ilha da madeira,litoral sul,6,Os Económicos Focados,7,Occasional Small,3,Family With Young Adults,3,Medium-high Ps
840240198774,3,0,1,45-55 anos,faro,sul,2,Os Urbanos Sofisticados,4,Frequent Medium,5,Active Adults,5,Low Price/own Brand
840245435150,0,0,1,25-35 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,5,Active Adults,3,Medium-high Ps
840246918355,3,1,0,>=65 anos,leiria,litoral centro,5,Os Tradicionais Frequentes,6,Occasional Medium,2,Senior,2,High Ps
840255765261,2,1,0,25-35 anos,porto,litoral norte,3,Os Pais Práticos,8,No Value,6,No Value,9,No Value
840265696491,1,1,0,18-25 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840269903458,2,0,1,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,5,Low Price/own Brand
840271596949,4,0,1,>=65 anos,braga,litoral norte,6,Os Económicos Focados,3,Loyal Small,2,Senior,5,Low Price/own Brand
840278249694,0,1,0,18-25 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840281942452,2,1,0,25-35 anos,braga,litoral norte,3,Os Pais Práticos,5,Frequent Small,3,Family With Young Adults,2,High Ps
840282052433,6,1,1,55-65 anos,viana do castelo,litoral norte,1,Os Saudáveis Exigentes,2,Loyal Medium,5,Active Adults,6,Neutral Ps
840285812126,0,0,1,35-45 anos,leiria,litoral centro,1,Os Saudáveis Exigentes,7,Occasional Small,5,Active Adults,8,Price Upscale
840288799476,2,0,1,35-45 anos,lisboa,litoral sul,6,Os Económicos Focados,4,Frequent Medium,5,Active Adults,6,Neutral Ps
840289978679,0,1,0,18-25 anos,évora,interior sul,1,Os Saudáveis Exigentes,5,Frequent Small,3,Family With Young Adults,2,High Ps
840291019144,0,0,1,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,4,Frequent Medium,3,Family With Young Adults,6,Neutral Ps
840291245222,4,1,0,35-45 anos,aveiro,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,5,Active Adults,2,High Ps
840295294742,1,0,1,>=65 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840298223223,1,1,0,25-35 anos,porto,litoral norte,6,Os Económicos Focados,4,Frequent Medium,3,Family With Young Adults,6,Neutral Ps
840302934664,0,1,0,55-65 anos,porto,litoral norte,8,Sem Valor,6,Occasional Medium,2,Senior,9,No Value
840303665826,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840306251224,0,1,1,18-25 anos,lisboa,litoral sul,7,Os Promocionais Atentos,5,Frequent Small,2,Senior,5,Low Price/own Brand
846998992953,0,0,0,>=65 anos,faro,sul,8,Sem Valor,4,Frequent Medium,6,No Value,9,No Value
847005303384,0,1,0,35-45 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,7,Occasional Small,6,No Value,5,Low Price/own Brand
847006897947,0,0,1,>=65 anos,faro,sul,2,Os Urbanos Sofisticados,8,No Value,2,Senior,5,Low Price/own Brand
847007739686,0,1,1,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,3,Medium-high Ps
847099090255,0,1,1,25-35 anos,portalegre,interior centro,5,Os Tradicionais Frequentes,8,No Value,6,No Value,9,No Value
847100215681,0,1,1,45-55 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,1,Loyal Large,5,Active Adults,6,Neutral Ps
847107229169,0,1,0,25-35 anos,braga,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
847111295570,0,1,0,55-65 anos,coimbra,litoral centro,5,Os Tradicionais Frequentes,1,Loyal Large,3,Family With Young Adults,5,Low Price/own Brand
849402790344,0,0,0,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,3,Family With Young Adults,7,No Ps
849412479867,0,1,0,25-35 anos,na,NA,3,Os Pais Práticos,8,No Value,4,Family With Kids,8,Price Upscale
849416541881,0,1,0,25-35 anos,porto,litoral norte,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,2,High Ps
849421561447,0,0,0,25-35 anos,na,NA,3,Os Pais Práticos,6,Occasional Medium,4,Family With Kids,2,High Ps
849423422166,4,1,0,35-45 anos,setúbal,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,4,Family With Kids,5,Low Price/own Brand
849426250438,0,0,1,35-45 anos,na,NA,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
849426392814,0,0,0,35-45 anos,na,NA,6,Os Económicos Focados,6,Occasional Medium,3,Family With Young Adults,3,Medium-high Ps
839899251994,2,0,1,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
839903735134,2,0,1,45-55 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,3,Loyal Small,4,Family With Kids,1,Very High Ps
839909152475,6,0,1,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,3,Loyal Small,2,Senior,6,Neutral Ps
839911821270,1,1,0,55-65 anos,coimbra,litoral centro,1,Os Saudáveis Exigentes,1,Loyal Large,2,Senior,1,Very High Ps
839916546246,3,1,0,>=65 anos,braga,litoral norte,4,Os Generalistas Disciplinados,4,Frequent Medium,2,Senior,7,No Ps
839921009316,2,1,1,>=65 anos,viseu,interior norte,5,Os Tradicionais Frequentes,2,Loyal Medium,2,Senior,8,Price Upscale
839925421596,6,1,0,55-65 anos,porto,litoral norte,6,Os Económicos Focados,5,Frequent Small,5,Active Adults,3,Medium-high Ps
839927182716,0,0,1,55-65 anos,porto,litoral norte,3,Os Pais Práticos,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
839934620287,6,1,0,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,8,No Value,2,Senior,2,High Ps
839936506565,2,1,1,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,1,Loyal Large,3,Family With Young Adults,3,Medium-high Ps
839942047861,3,1,0,45-55 anos,aveiro,litoral norte,7,Os Promocionais Atentos,5,Frequent Small,5,Active Adults,3,Medium-high Ps
839943706590,3,1,0,55-65 anos,na,NA,7,Os Promocionais Atentos,1,Loyal Large,5,Active Adults,6,Neutral Ps
839944418970,1,1,0,55-65 anos,ilha da madeira,litoral sul,1,Os Saudáveis Exigentes,2,Loyal Medium,3,Family With Young Adults,6,Neutral Ps
839945825763,4,1,0,55-65 anos,ilha da madeira,litoral sul,1,Os Saudáveis Exigentes,7,Occasional Small,5,Active Adults,7,No Ps
839947478909,9,1,1,55-65 anos,ilha de são miguel,INSCO,5,Os Tradicionais Frequentes,4,Frequent Medium,3,Family With Young Adults,8,Price Upscale
839948478994,4,1,0,45-55 anos,ilha de são miguel,INSCO,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
839952128915,2,1,0,>=65 anos,na,NA,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
839957253995,2,1,0,45-55 anos,santarém,interior centro,4,Os Generalistas Disciplinados,3,Loyal Small,4,Family With Kids,2,High Ps
839958429484,3,1,1,45-55 anos,guarda,interior norte,5,Os Tradicionais Frequentes,6,Occasional Medium,4,Family With Kids,1,Very High Ps
839963314836,2,1,0,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839964248519,3,1,0,45-55 anos,santarém,interior centro,6,Os Económicos Focados,3,Loyal Small,3,Family With Young Adults,3,Medium-high Ps
839968452090,2,1,0,>=65 anos,santarém,interior centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839972431927,3,0,1,>=65 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,7,Occasional Small,2,Senior,8,Price Upscale
839973805744,4,1,1,>=65 anos,portalegre,interior centro,1,Os Saudáveis Exigentes,4,Frequent Medium,1,Family Supporters,1,Very High Ps
839980182965,1,1,0,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,4,Medium Ps
839981123496,3,1,1,55-65 anos,na,NA,2,Os Urbanos Sofisticados,2,Loyal Medium,2,Senior,6,Neutral Ps
839984374147,3,1,0,>=65 anos,setúbal,litoral sul,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,8,Price Upscale
839994092912,3,1,0,45-55 anos,porto,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,4,Family With Kids,5,Low Price/own Brand
839996046247,4,0,1,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,2,High Ps
840002134050,2,1,0,>=65 anos,santarém,interior centro,1,Os Saudáveis Exigentes,6,Occasional Medium,2,Senior,8,Price Upscale
840002314568,2,1,0,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,2,Senior,2,High Ps
840008756195,2,0,1,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,1,Family Supporters,3,Medium-high Ps
840023592577,4,1,0,45-55 anos,évora,interior sul,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,2,High Ps
840040601613,2,1,0,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,2,Senior,8,Price Upscale
840046995187,3,1,0,25-35 anos,porto,litoral norte,1,Os Saudáveis Exigentes,7,Occasional Small,5,Active Adults,4,Medium Ps
840059854298,0,0,1,>=65 anos,beja,interior sul,7,Os Promocionais Atentos,8,No Value,2,Senior,9,No Value
840086063376,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840086381463,5,1,1,55-65 anos,viana do castelo,litoral norte,3,Os Pais Práticos,8,No Value,5,Active Adults,3,Medium-high Ps
840117455999,5,1,0,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840118829581,3,1,0,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,4,Family With Kids,2,High Ps
840120258065,62,1,0,55-65 anos,na,NA,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,7,No Ps
840123333608,3,0,1,35-45 anos,na,NA,6,Os Económicos Focados,5,Frequent Small,3,Family With Young Adults,3,Medium-high Ps
840127707573,2,1,1,25-35 anos,ilha da madeira,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840145300114,1,1,0,>=65 anos,leiria,litoral centro,4,Os Generalistas Disciplinados,6,Occasional Medium,2,Senior,4,Medium Ps
840148001520,2,0,1,45-55 anos,porto,litoral norte,1,Os Saudáveis Exigentes,1,Loyal Large,3,Family With Young Adults,1,Very High Ps
840153287100,3,1,0,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,4,Family With Kids,1,Very High Ps
840172635487,3,0,1,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
840198936360,21,0,1,>=65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,2,Loyal Medium,2,Senior,8,Price Upscale
840199419875,3,1,0,45-55 anos,vila real,interior norte,5,Os Tradicionais Frequentes,8,No Value,6,No Value,4,Medium Ps
840221478836,2,1,0,45-55 anos,braga,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840225782380,4,1,1,45-55 anos,guarda,interior norte,3,Os Pais Práticos,1,Loyal Large,3,Family With Young Adults,5,Low Price/own Brand
840229422439,2,1,0,25-35 anos,aveiro,litoral norte,1,Os Saudáveis Exigentes,2,Loyal Medium,5,Active Adults,1,Very High Ps
840229849642,4,1,1,25-35 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,8,No Value,6,No Value,9,No Value
840233472829,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840234858861,2,0,1,>=65 anos,beja,interior sul,5,Os Tradicionais Frequentes,8,No Value,6,No Value,9,No Value
840236287881,4,1,0,25-35 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840236392827,3,0,1,45-55 anos,porto,litoral norte,6,Os Económicos Focados,8,No Value,6,No Value,5,Low Price/own Brand
840239993188,3,1,0,>=65 anos,lisboa,litoral sul,8,Sem Valor,8,No Value,6,No Value,9,No Value
840242792758,2,1,0,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,5,Active Adults,6,Neutral Ps
840247600730,0,1,0,25-35 anos,vila real,interior norte,4,Os Generalistas Disciplinados,5,Frequent Small,3,Family With Young Adults,2,High Ps
840248099629,3,0,1,55-65 anos,bragança,interior norte,7,Os Promocionais Atentos,6,Occasional Medium,6,No Value,9,No Value
840253521019,7,0,1,35-45 anos,lisboa,litoral sul,6,Os Económicos Focados,3,Loyal Small,5,Active Adults,8,Price Upscale
840255118371,1,1,0,35-45 anos,porto,litoral norte,4,Os Generalistas Disciplinados,7,Occasional Small,5,Active Adults,4,Medium Ps
840257840751,2,1,0,25-35 anos,leiria,litoral centro,3,Os Pais Práticos,8,No Value,5,Active Adults,7,No Ps
840265642071,3,1,0,35-45 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,7,Occasional Small,4,Family With Kids,5,Low Price/own Brand
840266589259,2,1,0,45-55 anos,ilha da madeira,litoral sul,3,Os Pais Práticos,5,Frequent Small,2,Senior,7,No Ps
840275175385,0,1,0,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,6,Occasional Medium,5,Active Adults,2,High Ps
840278002374,0,1,0,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840281618996,5,1,0,35-45 anos,aveiro,litoral norte,6,Os Económicos Focados,5,Frequent Small,3,Family With Young Adults,3,Medium-high Ps
840284185375,2,1,0,18-25 anos,porto,litoral norte,8,Sem Valor,8,No Value,6,No Value,9,No Value
840285352940,3,1,0,25-35 anos,porto,litoral norte,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,6,Neutral Ps
840290999580,2,0,1,25-35 anos,setúbal,litoral sul,8,Sem Valor,8,No Value,6,No Value,9,No Value
840292806962,2,1,0,55-65 anos,coimbra,litoral centro,6,Os Económicos Focados,6,Occasional Medium,5,Active Adults,6,Neutral Ps
840294384157,4,1,0,55-65 anos,lisboa,litoral sul,6,Os Económicos Focados,5,Frequent Small,3,Family With Young Adults,3,Medium-high Ps
840298884547,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840306027607,3,1,0,35-45 anos,porto,litoral norte,8,Sem Valor,7,Occasional Small,6,No Value,3,Medium-high Ps
840308517465,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
847002195583,0,1,0,55-65 anos,braga,litoral norte,7,Os Promocionais Atentos,5,Frequent Small,3,Family With Young Adults,3,Medium-high Ps
847005878462,4,1,1,55-65 anos,porto,litoral norte,1,Os Saudáveis Exigentes,4,Frequent Medium,2,Senior,1,Very High Ps
847006836706,0,1,0,>=65 anos,santarém,interior centro,6,Os Económicos Focados,7,Occasional Small,2,Senior,5,Low Price/own Brand
847007298927,0,0,1,45-55 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
847009337078,0,0,1,45-55 anos,faro,sul,7,Os Promocionais Atentos,3,Loyal Small,4,Family With Kids,2,High Ps
847104145799,0,0,1,>=65 anos,faro,sul,7,Os Promocionais Atentos,8,No Value,2,Senior,4,Medium Ps
847105085203,0,0,1,55-65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,3,Loyal Small,2,Senior,6,Neutral Ps
847105248318,0,0,1,25-35 anos,porto,litoral norte,4,Os Generalistas Disciplinados,4,Frequent Medium,4,Family With Kids,3,Medium-high Ps
847110483094,0,0,1,55-65 anos,faro,sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
847197716337,0,1,0,>=65 anos,setúbal,litoral sul,8,Sem Valor,7,Occasional Small,6,No Value,9,No Value
849399590770,0,0,0,45-55 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849410156265,0,0,0,25-35 anos,na,NA,6,Os Económicos Focados,2,Loyal Medium,3,Family With Young Adults,5,Low Price/own Brand
849414236673,0,1,0,45-55 anos,ilha de são miguel,INSCO,1,Os Saudáveis Exigentes,2,Loyal Medium,3,Family With Young Adults,6,Neutral Ps
849421446003,0,0,0,>=65 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
849423367375,0,0,0,25-35 anos,na,NA,6,Os Económicos Focados,6,Occasional Medium,3,Family With Young Adults,3,Medium-high Ps
849428563420,0,0,0,35-45 anos,na,NA,1,Os Saudáveis Exigentes,1,Loyal Large,4,Family With Kids,8,Price Upscale
849428642354,0,0,1,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,2,Loyal Medium,4,Family With Kids,8,Price Upscale
849428906760,0,0,0,>=65 anos,na,NA,8,Sem Valor,6,Occasional Medium,6,No Value,9,No Value
849428964439,0,0,0,45-55 anos,na,NA,5,Os Tradicionais Frequentes,7,Occasional Small,5,Active Adults,4,Medium Ps
849429126256,0,0,0,18-25 anos,na,NA,3,Os Pais Práticos,5,Frequent Small,4,Family With Kids,5,Low Price/own Brand
849630291637,0,0,0,45-55 anos,na,NA,8,Sem Valor,6,Occasional Medium,6,No Value,9,No Value
839906893927,4,1,0,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,5,Active Adults,6,Neutral Ps
839907232499,2,1,1,45-55 anos,na,NA,2,Os Urbanos Sofisticados,6,Occasional Medium,3,Family With Young Adults,2,High Ps
839915102610,3,1,0,45-55 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,5,Frequent Small,5,Active Adults,1,Very High Ps
839920570350,1,1,1,>=65 anos,viseu,interior norte,1,Os Saudáveis Exigentes,1,Loyal Large,2,Senior,4,Medium Ps
839925983643,4,1,1,35-45 anos,porto,litoral norte,1,Os Saudáveis Exigentes,2,Loyal Medium,5,Active Adults,1,Very High Ps
839929293063,1,1,0,45-55 anos,porto,litoral norte,2,Os Urbanos Sofisticados,5,Frequent Small,2,Senior,3,Medium-high Ps
839929302003,2,1,0,55-65 anos,porto,litoral norte,2,Os Urbanos Sofisticados,2,Loyal Medium,3,Family With Young Adults,6,Neutral Ps
839931016083,3,1,1,35-45 anos,viseu,interior norte,4,Os Generalistas Disciplinados,6,Occasional Medium,5,Active Adults,4,Medium Ps
839944101964,3,0,0,35-45 anos,setúbal,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,3,Family With Young Adults,9,No Value
839945581027,4,1,1,55-65 anos,ilha da madeira,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,3,Family With Young Adults,6,Neutral Ps
839951602440,2,0,1,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,3,Medium-high Ps
839959144802,3,1,1,45-55 anos,porto,litoral norte,4,Os Generalistas Disciplinados,3,Loyal Small,4,Family With Kids,6,Neutral Ps
839969742934,1,1,1,>=65 anos,na,NA,1,Os Saudáveis Exigentes,3,Loyal Small,1,Family Supporters,8,Price Upscale
839969832003,3,1,1,45-55 anos,faro,sul,6,Os Económicos Focados,1,Loyal Large,4,Family With Kids,6,Neutral Ps
839970692764,1,1,0,55-65 anos,évora,interior sul,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,8,Price Upscale
839974238015,0,1,0,>=65 anos,setúbal,litoral sul,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,7,No Ps
839983536874,4,0,1,45-55 anos,aveiro,litoral norte,1,Os Saudáveis Exigentes,6,Occasional Medium,2,Senior,4,Medium Ps
839983569278,4,1,0,45-55 anos,braga,litoral norte,5,Os Tradicionais Frequentes,8,No Value,2,Senior,8,Price Upscale
839984350448,3,1,1,>=65 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,1,Very High Ps
839984891375,3,0,1,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,3,Medium-high Ps
839993224358,6,1,1,45-55 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,6,Occasional Medium,6,No Value,9,No Value
839993835066,4,1,0,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,2,Senior,2,High Ps
840002849404,2,0,1,55-65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,7,Occasional Small,5,Active Adults,2,High Ps
840013484731,2,0,1,>=65 anos,aveiro,litoral norte,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
840013589221,1,1,0,>=65 anos,leiria,litoral centro,6,Os Económicos Focados,7,Occasional Small,2,Senior,3,Medium-high Ps
840015326763,2,0,1,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,7,No Ps
840019042178,0,1,1,35-45 anos,castelo branco,interior centro,2,Os Urbanos Sofisticados,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
840029624043,0,0,1,>=65 anos,na,NA,5,Os Tradicionais Frequentes,8,No Value,2,Senior,3,Medium-high Ps
840031771684,3,1,0,>=65 anos,portalegre,interior centro,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,8,Price Upscale
840032300524,2,0,1,>=65 anos,évora,interior sul,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,8,Price Upscale
840042029071,4,1,0,45-55 anos,braga,litoral norte,3,Os Pais Práticos,6,Occasional Medium,3,Family With Young Adults,2,High Ps
840045388950,5,0,1,55-65 anos,vila real,interior norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,9,No Value
840049026452,3,0,1,45-55 anos,castelo branco,interior centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840057970771,1,1,0,45-55 anos,porto,litoral norte,8,Sem Valor,1,Loyal Large,3,Family With Young Adults,2,High Ps
840084370742,5,1,0,35-45 anos,setúbal,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
840084943769,2,1,0,>=65 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840094504919,2,1,0,25-35 anos,braga,litoral norte,4,Os Generalistas Disciplinados,3,Loyal Small,4,Family With Kids,1,Very High Ps
840104064689,1,0,1,35-45 anos,vila real,interior norte,5,Os Tradicionais Frequentes,1,Loyal Large,5,Active Adults,6,Neutral Ps
840114183967,1,1,0,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,1,Very High Ps
840118075445,2,1,1,35-45 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,5,Active Adults,4,Medium Ps
840118575181,3,1,0,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,4,Family With Kids,4,Medium Ps
840120514147,1,1,0,>=65 anos,viseu,interior norte,2,Os Urbanos Sofisticados,5,Frequent Small,2,Senior,3,Medium-high Ps
840139479274,4,1,0,45-55 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840168572314,2,0,1,45-55 anos,coimbra,litoral centro,4,Os Generalistas Disciplinados,7,Occasional Small,5,Active Adults,2,High Ps
840170687617,3,1,0,35-45 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,7,No Ps
840174338492,1,0,1,55-65 anos,na,NA,4,Os Generalistas Disciplinados,6,Occasional Medium,6,No Value,6,Neutral Ps
840174778625,3,0,1,NA,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840177355717,3,1,0,45-55 anos,porto,litoral norte,4,Os Generalistas Disciplinados,7,Occasional Small,5,Active Adults,7,No Ps
840183470404,6,1,0,55-65 anos,viseu,interior norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,4,Medium Ps
840197002806,3,1,1,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,2,Loyal Medium,5,Active Adults,6,Neutral Ps
840213161210,4,0,1,55-65 anos,setúbal,litoral sul,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,3,Medium-high Ps
840215390035,4,1,0,25-35 anos,porto,litoral norte,3,Os Pais Práticos,8,No Value,4,Family With Kids,5,Low Price/own Brand
840215932313,4,0,1,25-35 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840220301098,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840228680003,1,0,1,18-25 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,5,Active Adults,2,High Ps
840229060795,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840232895841,5,0,1,18-25 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,7,Occasional Small,5,Active Adults,2,High Ps
840236085746,4,1,0,35-45 anos,viseu,interior norte,6,Os Económicos Focados,7,Occasional Small,3,Family With Young Adults,5,Low Price/own Brand
840237191990,2,1,1,25-35 anos,aveiro,litoral norte,3,Os Pais Práticos,7,Occasional Small,4,Family With Kids,2,High Ps
840240354927,3,0,1,45-55 anos,faro,sul,1,Os Saudáveis Exigentes,7,Occasional Small,2,Senior,8,Price Upscale
840246487462,1,1,0,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,3,Family With Young Adults,5,Low Price/own Brand
840247767928,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840251411001,0,1,0,25-35 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,5,Low Price/own Brand
